TransactionID,Amount,SenderCounty,ReceiverCounty,TimeOfDay,TransactionType,AccountAgeMonths,TransactionsLast24Hours,DeviceChangedRecently,NewLocationLogin,FailedPinAttempts,IsWeekend,Fraudulent
TXN000535,43327,Uasin Gishu,Nyeri,13,Paybill,61,19,Yes,No,4,Yes,Yes
TXN000536,399574,Nyeri,Meru,23,Paybill,18,16,Yes,No,6,Yes,Yes
TXN000539,230979,Mombasa,Mombasa,23,Send Money,6,30,Yes,Yes,5,Yes,Yes
TXN000541,11976,Nyeri,Kakamega,19,Paybill,43,7,Yes,Yes,8,No,Yes
TXN000542,364467,Kiambu,Kisumu,1,Till,90,22,Yes,No,8,Yes,Yes
TXN000543,105272,Mombasa,Uasin Gishu,21,Till,102,23,No,Yes,7,Yes,Yes
TXN000545,473939,Nyeri,Nairobi,1,Paybill,41,16,Yes,Yes,3,No,Yes
TXN000549,218852,Kakamega,Nyeri,4,Paybill,31,19,Yes,No,4,No,Yes
TXN000550,342133,Uasin Gishu,Kisumu,20,Paybill,18,19,Yes,Yes,4,Yes,Yes
TXN000551,166509,Nairobi,Machakos,13,Withdraw,9,18,Yes,Yes,5,Yes,Yes
TXN000552,159091,Kisumu,Kisumu,0,Till,57,24,No,Yes,3,Yes,Yes
TXN000553,317561,Machakos,Mombasa,22,Withdraw,73,20,Yes,Yes,3,Yes,Yes
TXN000555,101373,Nakuru,Nakuru,6,Send Money,29,2,No,Yes,4,No,Yes
TXN000557,377642,Nairobi,Nakuru,16,Withdraw,41,13,Yes,Yes,7,No,Yes
TXN000558,385490,Kakamega,Uasin Gishu,9,Till,6,18,No,Yes,3,No,Yes
TXN000559,241928,Kakamega,Kakamega,2,Send Money,22,14,No,Yes,8,Yes,Yes
TXN000560,94301,Kakamega,Nairobi,5,Withdraw,100,19,Yes,No,6,No,Yes
TXN000565,6450,Nakuru,Meru,21,Withdraw,59,16,No,Yes,7,Yes,Yes
TXN000566,237939,Meru,Nyeri,6,Send Money,53,15,Yes,Yes,3,No,Yes
TXN000570,397692,Mombasa,Kiambu,10,Withdraw,55,27,Yes,No,7,Yes,Yes
TXN000571,275115,Kakamega,Meru,22,Till,27,23,Yes,Yes,1,Yes,Yes
TXN000574,12625,Nairobi,Machakos,11,Paybill,60,21,Yes,Yes,6,No,Yes
TXN000576,402195,Kisumu,Nakuru,10,Till,1,4,No,No,6,Yes,Yes
TXN000578,242517,Meru,Machakos,17,Send Money,101,27,No,Yes,8,No,Yes
TXN000581,142392,Kiambu,Nakuru,16,Till,53,3,No,Yes,5,No,Yes
TXN000582,91807,Nyeri,Nairobi,15,Paybill,15,12,Yes,Yes,1,No,Yes
TXN000585,174789,Nairobi,Meru,9,Paybill,60,29,Yes,Yes,8,No,Yes
TXN000587,82623,Nyeri,Machakos,8,Paybill,36,4,Yes,Yes,3,No,Yes
TXN000591,297735,Kakamega,Kakamega,7,Paybill,17,3,No,Yes,7,No,Yes
TXN000593,15917,Kisumu,Kiambu,11,Paybill,9,16,Yes,No,7,No,Yes
TXN000594,266361,Kiambu,Nyeri,14,Withdraw,14,13,Yes,No,8,Yes,Yes
TXN000595,309660,Mombasa,Machakos,6,Withdraw,53,8,Yes,Yes,7,No,Yes
TXN000597,170641,Mombasa,Meru,3,Withdraw,72,4,No,Yes,4,No,Yes
TXN000598,171706,Meru,Nairobi,4,Paybill,64,21,Yes,Yes,3,Yes,Yes
TXN000605,451017,Nyeri,Kakamega,12,Till,59,29,No,Yes,7,No,Yes
TXN000606,118403,Uasin Gishu,Nyeri,18,Till,24,14,Yes,No,3,No,Yes
TXN000608,243810,Nyeri,Meru,9,Send Money,67,3,Yes,Yes,7,Yes,Yes
TXN000609,473788,Meru,Machakos,13,Till,44,18,Yes,No,7,No,Yes
TXN000610,418548,Nairobi,Kakamega,18,Paybill,38,10,Yes,Yes,4,No,Yes
TXN000611,300393,Mombasa,Kisumu,16,Send Money,7,22,No,Yes,4,No,Yes
TXN000612,446452,Kiambu,Nairobi,23,Send Money,101,9,No,Yes,4,No,Yes
TXN000613,316626,Kiambu,Nakuru,15,Paybill,23,30,Yes,No,5,Yes,Yes
TXN000615,403944,Nairobi,Kiambu,3,Send Money,50,8,No,Yes,3,No,Yes
TXN000617,76150,Uasin Gishu,Machakos,16,Send Money,68,28,No,Yes,4,No,Yes
TXN000619,343114,Kisumu,Machakos,17,Send Money,75,13,No,Yes,3,No,Yes
TXN000620,352791,Nyeri,Mombasa,21,Withdraw,2,27,Yes,Yes,6,Yes,Yes
TXN000622,492097,Meru,Kisumu,12,Paybill,77,22,Yes,Yes,1,Yes,Yes
TXN000623,469812,Mombasa,Kakamega,8,Withdraw,15,23,Yes,No,4,No,Yes
TXN000625,174456,Kakamega,Nakuru,19,Withdraw,8,9,No,Yes,7,Yes,Yes
TXN000626,93605,Nakuru,Meru,20,Send Money,83,16,Yes,Yes,8,No,Yes
TXN000629,474330,Uasin Gishu,Mombasa,17,Paybill,51,19,Yes,No,7,No,Yes
TXN000630,1784,Machakos,Kiambu,12,Send Money,50,23,No,Yes,8,No,Yes
TXN000633,385571,Kakamega,Uasin Gishu,2,Till,25,5,Yes,Yes,0,Yes,Yes
TXN000635,212652,Nairobi,Kisumu,15,Send Money,16,7,No,Yes,3,Yes,Yes
TXN000636,247104,Kisumu,Nairobi,9,Send Money,117,30,Yes,Yes,2,Yes,Yes
TXN000637,239222,Meru,Meru,7,Send Money,79,6,Yes,Yes,1,No,Yes
TXN000639,438578,Mombasa,Kiambu,4,Withdraw,102,7,Yes,Yes,5,Yes,Yes
TXN000640,88157,Kisumu,Mombasa,20,Withdraw,90,12,Yes,No,3,Yes,Yes
TXN000642,218270,Kiambu,Nyeri,14,Withdraw,89,26,No,Yes,3,Yes,Yes
TXN000643,125487,Kiambu,Machakos,13,Send Money,23,20,Yes,Yes,7,Yes,Yes
TXN000644,292450,Kakamega,Nakuru,8,Send Money,31,7,Yes,Yes,5,Yes,Yes
TXN000645,101614,Kisumu,Nairobi,1,Till,15,26,Yes,No,7,Yes,Yes
TXN000649,456120,Nairobi,Uasin Gishu,4,Paybill,26,13,Yes,Yes,7,No,Yes
TXN000650,486530,Kakamega,Nakuru,20,Till,79,15,Yes,No,5,Yes,Yes
TXN000651,141447,Kisumu,Mombasa,14,Withdraw,26,11,Yes,Yes,0,No,Yes
TXN000652,219319,Meru,Kisumu,18,Paybill,22,25,No,Yes,4,Yes,Yes
TXN000653,45387,Kiambu,Nairobi,23,Withdraw,53,28,No,Yes,7,No,Yes
TXN000654,386019,Meru,Kisumu,18,Send Money,112,8,Yes,No,6,Yes,Yes
TXN000655,219082,Kakamega,Mombasa,14,Withdraw,6,2,No,Yes,6,No,Yes
TXN000656,126147,Machakos,Kiambu,7,Send Money,11,18,Yes,No,3,Yes,Yes
TXN000657,8401,Kakamega,Kakamega,4,Withdraw,62,22,No,Yes,7,Yes,Yes
TXN000661,294048,Nyeri,Mombasa,20,Withdraw,91,25,Yes,Yes,5,Yes,Yes
TXN000662,386649,Kiambu,Nyeri,21,Withdraw,97,19,Yes,Yes,5,No,Yes
TXN000666,260269,Nyeri,Kisumu,15,Till,20,28,Yes,Yes,4,No,Yes
TXN000667,220319,Nairobi,Nakuru,16,Till,57,24,Yes,No,3,Yes,Yes
TXN000669,471008,Machakos,Kiambu,1,Paybill,102,10,Yes,No,3,No,Yes
TXN000670,185187,Kisumu,Kisumu,22,Paybill,37,15,Yes,Yes,8,No,Yes
TXN000676,48536,Nairobi,Mombasa,17,Withdraw,42,2,Yes,Yes,4,Yes,Yes
TXN000677,355026,Meru,Meru,16,Send Money,86,3,No,Yes,7,No,Yes
TXN000678,476337,Uasin Gishu,Machakos,0,Till,86,12,No,Yes,6,No,Yes
TXN000679,180887,Uasin Gishu,Kakamega,9,Paybill,45,10,No,Yes,3,No,Yes
TXN000682,291456,Kiambu,Nyeri,15,Send Money,60,23,Yes,Yes,2,No,Yes
TXN000684,137768,Kisumu,Kakamega,22,Paybill,39,21,No,Yes,4,No,Yes
TXN000686,455313,Kiambu,Kisumu,18,Send Money,34,21,No,Yes,5,Yes,Yes
TXN000691,81081,Mombasa,Mombasa,4,Send Money,65,8,Yes,Yes,6,No,Yes
TXN000692,251455,Kisumu,Kiambu,0,Send Money,45,10,No,Yes,7,No,Yes
TXN000693,116629,Nakuru,Kisumu,2,Withdraw,17,28,Yes,Yes,4,Yes,Yes
TXN000694,362237,Uasin Gishu,Nairobi,6,Send Money,98,26,Yes,Yes,0,No,Yes
TXN000696,395651,Machakos,Nairobi,2,Paybill,13,26,Yes,Yes,3,Yes,Yes
TXN000698,429749,Kisumu,Nyeri,0,Send Money,75,25,Yes,Yes,3,No,Yes
TXN000704,274075,Uasin Gishu,Meru,3,Paybill,85,22,Yes,Yes,2,No,Yes
TXN000707,77316,Kakamega,Nakuru,20,Paybill,99,15,Yes,Yes,4,No,Yes
TXN000708,15633,Kisumu,Uasin Gishu,19,Till,13,24,Yes,Yes,7,Yes,Yes
TXN000709,80127,Kakamega,Nakuru,9,Withdraw,39,20,Yes,Yes,8,No,Yes
TXN000713,249564,Kakamega,Meru,12,Till,72,28,Yes,Yes,6,No,Yes
TXN000714,401901,Machakos,Machakos,23,Send Money,37,11,Yes,Yes,0,Yes,Yes
TXN000716,29645,Mombasa,Kiambu,3,Till,85,8,Yes,Yes,4,Yes,Yes
TXN000717,89063,Meru,Nyeri,13,Till,3,18,No,Yes,7,No,Yes
TXN000718,10746,Machakos,Meru,3,Withdraw,90,16,Yes,No,6,No,Yes
TXN000719,52508,Kisumu,Meru,9,Till,89,22,Yes,No,7,No,Yes
TXN000720,228634,Nairobi,Kiambu,18,Withdraw,26,16,Yes,Yes,4,No,Yes
TXN000721,421893,Mombasa,Meru,16,Withdraw,29,20,Yes,Yes,5,No,Yes
TXN000722,223976,Uasin Gishu,Nyeri,10,Paybill,27,12,Yes,No,8,No,Yes
TXN000724,140525,Machakos,Kakamega,4,Paybill,120,21,No,Yes,8,Yes,Yes
TXN000726,431911,Nakuru,Mombasa,4,Paybill,37,21,Yes,No,3,No,Yes
TXN000730,123803,Nakuru,Meru,3,Till,15,19,Yes,No,7,Yes,Yes
TXN000731,172690,Kisumu,Mombasa,5,Paybill,107,19,No,Yes,6,Yes,Yes
TXN000732,143991,Mombasa,Machakos,17,Withdraw,57,14,No,Yes,7,No,Yes
TXN000733,249010,Machakos,Kiambu,0,Send Money,88,8,No,Yes,5,No,Yes
TXN000734,441224,Kiambu,Machakos,21,Send Money,95,22,Yes,Yes,4,No,Yes
TXN000736,155985,Nairobi,Kiambu,2,Withdraw,27,28,Yes,No,5,No,Yes
TXN000741,419233,Uasin Gishu,Uasin Gishu,18,Paybill,37,7,Yes,No,5,Yes,Yes
TXN000742,10920,Kiambu,Kisumu,1,Withdraw,3,30,Yes,Yes,7,Yes,Yes
TXN000745,391401,Kiambu,Nakuru,13,Paybill,64,13,Yes,No,3,Yes,Yes
TXN000746,214234,Meru,Kakamega,7,Till,102,5,Yes,No,4,Yes,Yes
TXN000750,158650,Meru,Kisumu,8,Paybill,51,22,No,Yes,8,Yes,Yes
TXN000752,136577,Machakos,Uasin Gishu,9,Till,15,11,Yes,Yes,7,No,Yes
TXN000755,228864,Nyeri,Kakamega,14,Withdraw,15,29,No,Yes,7,No,Yes
TXN000756,59027,Nakuru,Kiambu,5,Paybill,109,24,Yes,Yes,5,Yes,Yes
TXN000758,354945,Uasin Gishu,Machakos,18,Send Money,13,29,No,Yes,4,Yes,Yes
TXN000759,438867,Kakamega,Kiambu,19,Send Money,42,5,Yes,Yes,7,No,Yes
TXN000761,390015,Kisumu,Nakuru,12,Send Money,10,18,No,Yes,6,No,Yes
TXN000763,420057,Machakos,Nyeri,6,Withdraw,56,24,No,Yes,5,Yes,Yes
TXN000765,227646,Kakamega,Nakuru,20,Paybill,81,14,Yes,Yes,8,No,Yes
TXN000766,487987,Mombasa,Kakamega,9,Paybill,64,17,Yes,No,7,No,Yes
TXN000767,67048,Kiambu,Meru,1,Send Money,88,29,No,Yes,8,No,Yes
TXN000768,480980,Kakamega,Meru,8,Till,6,17,Yes,No,6,Yes,Yes
TXN000769,133670,Kisumu,Uasin Gishu,1,Send Money,75,3,Yes,Yes,7,Yes,Yes
TXN000771,110710,Nairobi,Uasin Gishu,3,Send Money,24,3,No,Yes,6,Yes,Yes
TXN000773,421913,Mombasa,Nairobi,22,Paybill,39,3,Yes,Yes,0,Yes,Yes
TXN000774,450419,Nyeri,Nakuru,2,Till,4,7,No,Yes,3,No,Yes
TXN000776,254354,Meru,Uasin Gishu,1,Till,61,1,No,Yes,3,No,Yes
TXN000781,483304,Uasin Gishu,Machakos,15,Paybill,78,28,No,Yes,4,No,Yes
TXN000784,461898,Mombasa,Machakos,13,Send Money,34,12,Yes,Yes,8,Yes,Yes
TXN000785,323830,Machakos,Nairobi,17,Till,30,4,Yes,No,4,No,Yes
TXN000786,469978,Mombasa,Mombasa,19,Send Money,20,28,Yes,Yes,7,No,Yes
TXN000787,431858,Machakos,Kisumu,23,Till,72,2,Yes,Yes,1,Yes,Yes
TXN000789,230269,Kiambu,Nyeri,5,Send Money,54,25,Yes,Yes,7,No,Yes
TXN000792,376292,Uasin Gishu,Kisumu,13,Send Money,104,17,Yes,Yes,5,No,Yes
TXN000793,206234,Uasin Gishu,Uasin Gishu,21,Till,98,2,Yes,Yes,8,No,Yes
TXN000794,378350,Uasin Gishu,Kakamega,20,Paybill,96,11,No,Yes,4,Yes,Yes
TXN000796,204518,Nyeri,Nyeri,9,Till,93,24,Yes,No,3,Yes,Yes
TXN000797,396960,Nakuru,Kiambu,23,Withdraw,82,6,Yes,Yes,8,No,Yes
TXN000798,264959,Mombasa,Nairobi,20,Send Money,15,24,Yes,No,4,No,Yes
TXN000799,235317,Meru,Meru,22,Paybill,39,19,Yes,No,5,Yes,Yes
TXN000800,183727,Mombasa,Machakos,16,Paybill,39,10,Yes,No,8,Yes,Yes
TXN000802,222813,Machakos,Nyeri,12,Withdraw,114,5,No,Yes,7,Yes,Yes
TXN000804,254206,Kakamega,Nairobi,23,Paybill,92,15,Yes,Yes,3,No,Yes
TXN000807,74572,Nakuru,Kisumu,23,Withdraw,101,19,No,Yes,4,No,Yes
TXN000810,78159,Nakuru,Uasin Gishu,10,Send Money,111,24,No,Yes,6,No,Yes
TXN000812,337646,Kakamega,Nyeri,0,Send Money,72,3,Yes,Yes,8,Yes,Yes
TXN000813,345164,Nakuru,Meru,14,Send Money,120,18,Yes,Yes,4,Yes,Yes
TXN000817,95186,Machakos,Kisumu,13,Till,4,23,Yes,No,6,Yes,Yes
TXN000818,135281,Meru,Meru,7,Withdraw,49,27,Yes,Yes,3,Yes,Yes
TXN000819,266714,Machakos,Kakamega,17,Withdraw,97,17,No,Yes,4,Yes,Yes
TXN000821,129190,Mombasa,Nyeri,6,Paybill,98,18,Yes,No,6,No,Yes
TXN000822,195769,Nairobi,Nairobi,14,Till,70,6,Yes,No,8,No,Yes
TXN000823,342440,Uasin Gishu,Machakos,20,Paybill,22,1,Yes,No,4,No,Yes
TXN000828,399801,Kakamega,Mombasa,11,Withdraw,51,18,Yes,Yes,8,Yes,Yes
TXN000830,4959,Mombasa,Meru,20,Till,29,24,Yes,No,5,Yes,Yes
TXN000831,423892,Kiambu,Kakamega,22,Paybill,92,8,Yes,No,5,Yes,Yes
TXN000832,3791,Kisumu,Nyeri,6,Paybill,26,27,No,Yes,4,No,Yes
TXN000833,34317,Nyeri,Kiambu,6,Send Money,76,5,Yes,Yes,4,Yes,Yes
TXN000836,279186,Mombasa,Meru,0,Paybill,58,11,Yes,No,3,No,Yes
TXN000837,361572,Kiambu,Mombasa,20,Send Money,55,3,Yes,Yes,2,No,Yes
TXN000838,14663,Mombasa,Kakamega,7,Till,62,14,Yes,No,4,Yes,Yes
TXN000840,44894,Kisumu,Nairobi,14,Send Money,8,30,Yes,No,5,Yes,Yes
TXN000843,178106,Meru,Nakuru,3,Send Money,84,22,Yes,No,8,No,Yes
TXN000844,6492,Machakos,Uasin Gishu,15,Withdraw,77,23,Yes,Yes,2,No,Yes
TXN000846,163202,Meru,Machakos,9,Till,75,29,Yes,Yes,7,No,Yes
TXN000847,4287,Uasin Gishu,Machakos,6,Paybill,67,19,Yes,Yes,3,Yes,Yes
TXN000848,335885,Kakamega,Meru,22,Till,117,7,Yes,No,3,No,Yes
TXN000850,260060,Meru,Nakuru,7,Withdraw,29,30,Yes,Yes,3,No,Yes
TXN000852,38706,Nakuru,Meru,11,Send Money,46,1,Yes,Yes,4,No,Yes
TXN000856,460578,Nakuru,Nyeri,12,Till,92,3,Yes,Yes,2,Yes,Yes
TXN000857,166748,Kisumu,Machakos,7,Send Money,77,14,Yes,Yes,3,No,Yes
TXN000858,330067,Kakamega,Meru,2,Paybill,102,9,Yes,No,3,Yes,Yes
TXN000861,469227,Uasin Gishu,Uasin Gishu,18,Paybill,26,15,Yes,No,3,No,Yes
TXN000865,188318,Mombasa,Mombasa,2,Till,116,3,No,Yes,4,Yes,Yes
TXN000867,448315,Machakos,Uasin Gishu,12,Send Money,97,23,No,Yes,4,No,Yes
TXN000868,247516,Nakuru,Kakamega,7,Withdraw,84,17,Yes,No,3,Yes,Yes
TXN000869,378853,Uasin Gishu,Uasin Gishu,6,Withdraw,105,15,No,Yes,5,Yes,Yes
TXN000877,203994,Uasin Gishu,Kakamega,5,Till,116,28,Yes,Yes,3,No,Yes
TXN000882,125719,Mombasa,Nakuru,15,Withdraw,114,28,Yes,No,8,No,Yes
TXN000885,448721,Kisumu,Machakos,21,Withdraw,25,13,Yes,Yes,4,Yes,Yes
TXN000886,254203,Kakamega,Kiambu,5,Paybill,60,3,Yes,Yes,7,Yes,Yes
TXN000887,439663,Nyeri,Uasin Gishu,5,Send Money,3,20,Yes,Yes,4,Yes,Yes
TXN000888,352052,Kisumu,Nakuru,22,Send Money,98,1,No,Yes,7,No,Yes
TXN000890,313681,Nakuru,Nakuru,2,Send Money,1,2,No,Yes,3,No,Yes
TXN000892,23125,Meru,Nakuru,17,Withdraw,54,17,Yes,No,5,Yes,Yes
TXN000893,492316,Machakos,Kisumu,0,Withdraw,55,4,Yes,Yes,1,No,Yes
TXN000894,342930,Mombasa,Kiambu,20,Till,41,1,No,Yes,7,Yes,Yes
TXN000895,23086,Mombasa,Nyeri,18,Paybill,9,29,Yes,No,4,No,Yes
TXN000898,122002,Nakuru,Meru,2,Send Money,3,20,Yes,No,3,No,Yes
TXN000900,387632,Nyeri,Uasin Gishu,20,Till,113,11,Yes,No,5,Yes,Yes
TXN000902,420241,Kisumu,Kakamega,20,Send Money,88,23,Yes,No,8,No,Yes
TXN000903,33927,Nakuru,Kisumu,2,Paybill,112,16,Yes,Yes,0,Yes,Yes
TXN000904,310759,Uasin Gishu,Kakamega,9,Paybill,71,27,Yes,Yes,8,Yes,Yes
TXN000905,378414,Kiambu,Meru,14,Paybill,26,8,No,Yes,3,No,Yes
TXN000906,142583,Uasin Gishu,Kisumu,15,Withdraw,111,26,No,Yes,5,No,Yes
TXN000907,221665,Uasin Gishu,Uasin Gishu,2,Till,65,20,No,Yes,7,Yes,Yes
TXN000908,312097,Kiambu,Kakamega,9,Withdraw,69,5,Yes,No,6,No,Yes
TXN000914,133370,Uasin Gishu,Uasin Gishu,22,Send Money,32,20,Yes,Yes,1,Yes,Yes
TXN000915,271912,Kiambu,Nyeri,17,Withdraw,117,7,No,Yes,6,No,Yes
TXN000919,103869,Nakuru,Nairobi,23,Paybill,63,6,Yes,No,3,Yes,Yes
TXN000924,348742,Nairobi,Kakamega,22,Withdraw,52,13,Yes,No,5,Yes,Yes
TXN000925,380274,Nakuru,Machakos,14,Withdraw,107,29,Yes,Yes,1,No,Yes
TXN000926,270013,Machakos,Nairobi,23,Till,53,22,Yes,Yes,5,Yes,Yes
TXN000928,385023,Kisumu,Kakamega,2,Till,50,10,Yes,Yes,8,Yes,Yes
TXN000929,436443,Kakamega,Nyeri,7,Paybill,87,18,No,Yes,7,Yes,Yes
TXN000930,111010,Kisumu,Machakos,12,Till,22,25,Yes,Yes,6,Yes,Yes
TXN000933,58446,Machakos,Uasin Gishu,18,Send Money,12,11,Yes,Yes,5,Yes,Yes
TXN000934,162998,Machakos,Kisumu,16,Paybill,8,19,Yes,No,6,No,Yes
TXN000936,77343,Nyeri,Mombasa,8,Withdraw,77,10,Yes,Yes,5,No,Yes
TXN000938,444682,Uasin Gishu,Kiambu,21,Paybill,94,30,Yes,Yes,2,No,Yes
TXN000941,239928,Kisumu,Nakuru,6,Paybill,84,6,Yes,No,7,No,Yes
TXN000943,186478,Meru,Uasin Gishu,4,Withdraw,61,6,Yes,Yes,8,No,Yes
TXN000944,128501,Meru,Kisumu,20,Withdraw,5,4,Yes,No,7,No,Yes
TXN000945,406818,Kakamega,Machakos,0,Send Money,89,26,Yes,No,6,No,Yes
TXN000948,212559,Mombasa,Nyeri,18,Send Money,105,23,Yes,No,8,No,Yes
TXN000949,395105,Nyeri,Kakamega,10,Send Money,97,7,Yes,Yes,2,Yes,Yes
TXN000950,20572,Nairobi,Mombasa,3,Till,17,19,Yes,Yes,1,No,Yes
TXN000951,190659,Nairobi,Nyeri,9,Withdraw,70,6,No,Yes,3,No,Yes
TXN000953,98654,Meru,Machakos,8,Paybill,19,10,Yes,Yes,8,Yes,Yes
TXN000954,382310,Kisumu,Uasin Gishu,14,Send Money,80,14,Yes,No,4,No,Yes
TXN000955,495366,Mombasa,Kiambu,20,Paybill,33,22,No,Yes,8,Yes,Yes
TXN000959,410427,Nyeri,Machakos,22,Till,119,4,Yes,No,7,Yes,Yes
TXN000960,289216,Uasin Gishu,Kisumu,11,Withdraw,35,20,Yes,Yes,2,No,Yes
TXN000961,250062,Kisumu,Kisumu,12,Till,76,5,No,Yes,8,Yes,Yes
TXN000962,27766,Kisumu,Kakamega,11,Withdraw,118,24,No,Yes,6,No,Yes
TXN000963,263362,Kiambu,Uasin Gishu,10,Send Money,37,9,No,Yes,4,Yes,Yes
TXN000964,332803,Mombasa,Kiambu,17,Withdraw,11,3,Yes,Yes,2,Yes,Yes
TXN000965,423856,Nyeri,Nyeri,22,Send Money,112,1,No,Yes,7,No,Yes
TXN000966,212633,Nakuru,Nyeri,21,Send Money,2,20,Yes,Yes,6,No,Yes
TXN000967,318488,Kisumu,Nyeri,11,Send Money,58,6,Yes,Yes,1,No,Yes
TXN000970,490476,Meru,Kakamega,10,Till,60,29,No,Yes,5,Yes,Yes
TXN000971,185591,Nairobi,Mombasa,13,Withdraw,14,1,No,Yes,6,No,Yes
TXN000975,58070,Machakos,Nairobi,5,Paybill,25,10,Yes,Yes,6,No,Yes
TXN000976,497272,Nyeri,Kakamega,21,Paybill,62,22,No,Yes,6,No,Yes
TXN000978,180468,Meru,Nairobi,13,Withdraw,65,1,Yes,Yes,5,No,Yes
TXN000979,151813,Nyeri,Kisumu,7,Till,37,16,Yes,No,3,Yes,Yes
TXN000980,402036,Kakamega,Mombasa,22,Paybill,15,28,No,Yes,6,Yes,Yes
TXN000981,98966,Uasin Gishu,Nairobi,8,Paybill,110,19,Yes,Yes,1,Yes,Yes
TXN000982,487165,Uasin Gishu,Uasin Gishu,16,Till,19,14,Yes,Yes,1,Yes,Yes
TXN000983,367134,Nairobi,Nyeri,13,Send Money,82,8,Yes,No,6,No,Yes
TXN000985,21487,Kiambu,Meru,3,Withdraw,1,2,No,Yes,4,No,Yes
TXN000988,465195,Kakamega,Mombasa,2,Till,14,5,Yes,Yes,3,Yes,Yes
TXN000989,158110,Nakuru,Uasin Gishu,17,Till,93,16,Yes,Yes,0,Yes,Yes
TXN000991,274652,Kiambu,Nairobi,18,Send Money,120,17,Yes,Yes,4,Yes,Yes
TXN000996,336859,Meru,Machakos,10,Send Money,32,27,Yes,Yes,0,No,Yes
TXN000997,496250,Machakos,Nairobi,20,Send Money,91,29,No,Yes,6,No,Yes
TXN000998,432027,Nyeri,Meru,3,Withdraw,46,8,No,Yes,4,Yes,Yes
TXN000999,495846,Kiambu,Nakuru,18,Withdraw,84,9,Yes,No,3,No,Yes
TXN001001,97057,Kiambu,Nairobi,9,Paybill,105,28,Yes,Yes,7,Yes,Yes
TXN001003,476696,Uasin Gishu,Uasin Gishu,0,Send Money,83,13,Yes,Yes,0,Yes,Yes
TXN001004,433406,Kiambu,Kisumu,20,Send Money,2,25,Yes,Yes,3,Yes,Yes
TXN001005,415496,Kisumu,Kakamega,18,Withdraw,2,26,Yes,No,1,Yes,Yes
TXN001007,329033,Mombasa,Nyeri,13,Paybill,70,4,Yes,Yes,1,No,Yes
TXN001008,684,Kisumu,Machakos,20,Till,117,8,Yes,Yes,6,No,Yes
TXN001009,118478,Mombasa,Nakuru,3,Till,118,29,No,Yes,7,Yes,Yes
TXN001010,187382,Nairobi,Meru,4,Paybill,10,20,No,Yes,5,Yes,Yes
TXN001015,315536,Uasin Gishu,Nyeri,15,Withdraw,102,21,No,Yes,3,No,Yes
TXN001017,368673,Machakos,Nyeri,15,Paybill,12,8,No,Yes,3,Yes,Yes
TXN001019,127188,Kisumu,Uasin Gishu,23,Send Money,27,27,Yes,Yes,2,Yes,Yes
TXN001020,365018,Meru,Kisumu,0,Paybill,55,12,Yes,Yes,1,No,Yes
TXN001021,191543,Kisumu,Kisumu,15,Paybill,19,3,Yes,Yes,0,No,Yes
TXN001023,81779,Nairobi,Uasin Gishu,13,Withdraw,8,29,Yes,Yes,8,Yes,Yes
TXN001027,102144,Nairobi,Nakuru,9,Paybill,35,4,Yes,Yes,5,No,Yes
TXN001028,283987,Nyeri,Nakuru,20,Send Money,14,3,Yes,Yes,4,Yes,Yes
TXN001030,187036,Machakos,Kisumu,22,Send Money,97,10,No,Yes,5,No,Yes
TXN001031,173756,Kakamega,Meru,1,Till,53,29,Yes,Yes,0,No,Yes
TXN001034,21028,Kisumu,Meru,20,Withdraw,115,23,No,Yes,3,Yes,Yes
TXN001036,89030,Machakos,Mombasa,2,Paybill,120,10,Yes,Yes,4,No,Yes
TXN001040,366918,Uasin Gishu,Kisumu,18,Withdraw,106,18,Yes,Yes,1,No,Yes
TXN001045,111943,Kisumu,Mombasa,4,Send Money,7,7,Yes,No,4,No,Yes
TXN001048,280809,Nairobi,Nyeri,19,Paybill,89,26,Yes,No,5,No,Yes
TXN001049,40844,Kisumu,Kakamega,4,Withdraw,93,22,Yes,No,5,Yes,Yes
TXN001051,335026,Nyeri,Kisumu,19,Withdraw,75,4,Yes,Yes,3,No,Yes
TXN001052,113368,Nairobi,Kiambu,9,Send Money,45,7,Yes,Yes,5,No,Yes
TXN001056,323147,Kakamega,Nyeri,18,Send Money,120,14,Yes,No,8,Yes,Yes
TXN001057,350122,Nyeri,Uasin Gishu,3,Paybill,38,28,No,Yes,3,No,Yes
TXN001061,101059,Uasin Gishu,Kisumu,12,Till,79,21,No,Yes,6,Yes,Yes
TXN001062,271252,Meru,Uasin Gishu,20,Till,21,14,Yes,Yes,2,Yes,Yes
TXN001065,342159,Uasin Gishu,Kiambu,21,Send Money,115,8,No,Yes,8,Yes,Yes
TXN001066,144210,Kakamega,Meru,3,Send Money,11,30,Yes,Yes,1,Yes,Yes
TXN001068,257494,Nakuru,Uasin Gishu,12,Till,102,1,No,Yes,7,Yes,Yes
TXN001069,332213,Kisumu,Meru,20,Send Money,117,15,Yes,Yes,4,Yes,Yes
TXN001071,281044,Nakuru,Nairobi,10,Paybill,3,17,Yes,Yes,5,Yes,Yes
TXN001072,115268,Nakuru,Mombasa,11,Till,11,24,Yes,No,4,No,Yes
TXN001078,187611,Machakos,Mombasa,0,Till,32,3,Yes,No,5,Yes,Yes
TXN001079,360913,Nakuru,Nyeri,2,Withdraw,2,23,No,Yes,7,No,Yes
